CPI_Target_Plan;CDR_SSDV_S0_Plan;Weight_S2_Plan;RangeObj_Plan;CDR_DTR_Plan;Non-Critical_Error_Target_Plan;CDR_SSDV_S1_Plan;CDR_SDD_Plan;Weight_Plan;FRR_SST_Plan;CDR_SL_Plan;Drag_Coef_Plan;BurnRate_Planned_S1;BurnRate_Planned_S0;Critical_Error_Target_Plan;BurnRate_Planned_S3;BurnRate_Planned_S2;CDR_SSDV_S3_Plan;Budget_Planned_Total;Budget_Planned_S1;CostVar_Plan;Budget_Planned_S0;Budget_Planned_S3;Budget_Planned_S2;CDR_VVSIL_Plan;SchedVar_Plan;CDR_ED_Plan;SPI_Target_Plan;PropulsionEff_Plan;Weight_S1_Plan;BurnRate_Planned_Total;CDR_SSDV_S2_Plan;
1.0;41.14400000000009;2428.0607999999556;5200.0;40.0;99.15999999999948;41.14400000000009;25.0;9605.020799999751;25.0;25.0;2.5899600000000644;1.41;1.33;3.9960000000000138;0.52;3.52;38.48000000000005;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;45.2200000000003;1.0;1240.0;7226.960000000065;6.78;61.13999999999936;
1.0;41.283000000000094;2428.1555999999555;5200.0;40.0;99.49499999999948;41.283000000000094;25.0;9605.37559999975;25.0;25.0;2.5900950000000647;1.41;1.33;4.009500000000013;0.52;3.52;38.61000000000005;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;45.3100000000003;1.0;1240.0;7227.220000000065;6.78;61.24999999999936;
1.0;41.4220000000001;2428.2503999999553;5200.0;40.0;99.82999999999947;41.4220000000001;25.0;9605.73039999975;25.0;25.0;2.590230000000065;1.41;1.33;4.023000000000013;0.52;3.52;38.74000000000005;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;45.400000000000304;1.0;1240.0;7227.480000000065;6.78;61.35999999999936;
1.0;41.5610000000001;2428.345199999955;5200.0;40.0;100.16499999999947;41.5610000000001;25.0;9606.085199999749;25.0;25.0;2.590365000000065;1.41;1.33;4.036500000000013;0.52;3.52;38.870000000000054;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;45.49000000000031;1.0;1240.0;7227.740000000065;6.78;61.46999999999936;
1.0;41.7000000000001;2428.439999999955;5200.0;40.0;100.16499999999947;41.7000000000001;25.0;9606.439999999748;25.0;25.0;2.5905000000000653;1.41;1.33;4.036500000000013;0.52;3.52;39.00000000000006;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;45.58000000000031;1.0;1240.0;7228.0000000000655;6.78;61.57999999999936;
1.0;41.839000000000105;2428.534799999955;5200.0;40.0;100.16499999999947;41.839000000000105;25.0;9606.794799999747;25.0;25.0;2.5906350000000655;1.41;1.33;4.036500000000013;0.52;3.52;39.13000000000006;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;45.670000000000314;1.0;1240.0;7228.260000000066;6.78;61.68999999999936;
1.0;41.97800000000011;2428.6295999999547;5200.0;40.0;100.16499999999947;41.97800000000011;25.0;9607.149599999746;25.0;25.0;2.5907700000000657;1.41;1.33;4.036500000000013;0.52;3.52;39.26000000000006;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;45.76000000000032;1.0;1240.0;7228.520000000066;6.78;61.79999999999936;
1.0;42.11700000000011;2428.7243999999546;5200.0;40.0;100.16499999999947;42.11700000000011;25.0;9607.504399999745;25.0;25.0;2.590905000000066;1.41;1.33;4.036500000000013;0.52;3.52;39.390000000000065;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;45.85000000000032;1.0;1240.0;7228.780000000066;6.78;61.90999999999936;
1.0;42.256000000000114;2428.8191999999544;5200.0;40.0;100.16499999999947;42.256000000000114;25.0;9607.859199999744;25.0;25.0;2.591040000000066;1.41;1.33;4.036500000000013;0.52;3.52;39.52000000000007;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;45.940000000000325;1.0;1240.0;7229.040000000066;6.78;62.01999999999936;
1.0;42.39500000000012;2428.9139999999543;5200.0;40.0;100.16499999999947;42.39500000000012;25.0;9608.213999999743;25.0;25.0;2.5911750000000664;1.41;1.33;4.036500000000013;0.52;3.52;39.65000000000007;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;46.03000000000033;1.0;1240.0;7229.300000000067;6.78;62.129999999999356;
1.0;42.53400000000012;2429.008799999954;5200.0;40.0;100.16499999999947;42.53400000000012;25.0;9608.568799999743;25.0;25.0;2.5913100000000666;1.41;1.33;4.036500000000013;0.52;3.52;39.78000000000007;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;46.12000000000033;1.0;1240.0;7229.560000000067;6.78;62.239999999999355;
1.0;42.67300000000012;2429.103599999954;5200.0;40.0;100.16499999999947;42.67300000000012;25.0;9608.923599999742;25.0;25.0;2.591445000000067;1.41;1.33;4.036500000000013;0.52;3.52;39.910000000000075;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;46.210000000000335;1.0;1240.0;7229.820000000067;6.78;62.349999999999355;
1.0;42.812000000000126;2429.198399999954;5200.0;40.0;100.16499999999947;42.812000000000126;25.0;9609.278399999741;25.0;25.0;2.591580000000067;1.41;1.33;4.036500000000013;0.52;3.52;40.04000000000008;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;46.30000000000034;1.0;1240.0;7230.080000000067;6.78;62.459999999999354;
1.0;42.95100000000013;2429.2931999999537;5200.0;40.0;100.16499999999947;42.95100000000013;25.0;9609.63319999974;25.0;25.0;2.5917150000000673;1.41;1.33;4.036500000000013;0.52;3.52;40.17000000000008;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;46.39000000000034;1.0;1240.0;7230.340000000067;6.78;62.569999999999354;
1.0;43.09000000000013;2429.3879999999535;5200.0;40.0;100.16499999999947;43.09000000000013;25.0;9609.98799999974;25.0;25.0;2.5918500000000675;1.41;1.33;4.036500000000013;0.52;3.52;40.30000000000008;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;46.480000000000345;1.0;1240.0;7230.600000000068;6.78;62.67999999999935;
1.0;43.229000000000134;2429.4827999999534;5200.0;40.0;100.16499999999947;43.229000000000134;25.0;9610.342799999738;25.0;25.0;2.5919850000000677;1.41;1.33;4.036500000000013;0.52;3.52;40.430000000000085;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;46.57000000000035;1.0;1240.0;7230.860000000068;6.78;62.78999999999935;
1.0;43.36800000000014;2429.5775999999532;5200.0;40.0;100.16499999999947;43.36800000000014;25.0;9610.697599999738;25.0;25.0;2.592120000000068;1.41;1.33;4.036500000000013;0.52;3.52;40.56000000000009;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;46.66000000000035;1.0;1240.0;7231.120000000068;6.78;62.89999999999935;
1.0;43.50700000000014;2429.672399999953;5200.0;40.0;100.16499999999947;43.50700000000014;25.0;9611.052399999737;25.0;25.0;2.592255000000068;1.41;1.33;4.036500000000013;0.52;3.52;40.69000000000009;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;46.750000000000355;1.0;1240.0;7231.380000000068;6.78;63.00999999999935;
1.0;43.64600000000014;2429.767199999953;5200.0;40.0;100.16499999999947;43.64600000000014;25.0;9611.407199999736;25.0;25.0;2.5923900000000684;1.41;1.33;4.036500000000013;0.52;3.52;40.82000000000009;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;46.84000000000036;1.0;1240.0;7231.6400000000685;6.78;63.11999999999935;
1.0;43.785000000000146;2429.861999999953;5200.0;40.0;100.16499999999947;43.785000000000146;25.0;9611.761999999735;25.0;25.0;2.5925250000000686;1.41;1.33;4.036500000000013;0.52;3.52;40.950000000000095;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;46.93000000000036;1.0;1240.0;7231.900000000069;6.78;63.22999999999935;
1.0;43.92400000000015;2429.9567999999526;5200.0;40.0;100.16499999999947;43.92400000000015;25.0;9612.116799999734;25.0;25.0;2.592660000000069;1.41;1.33;4.036500000000013;0.52;3.52;41.0800000000001;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;47.020000000000366;1.0;1240.0;7232.160000000069;6.78;63.33999999999935;
1.0;44.06300000000015;2430.0515999999525;5200.0;40.0;100.16499999999947;44.06300000000015;25.0;9612.471599999733;25.0;25.0;2.592795000000069;1.41;1.33;4.036500000000013;0.52;3.52;41.2100000000001;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;47.11000000000037;1.0;1240.0;7232.420000000069;6.78;63.44999999999935;
1.0;44.202000000000155;2430.1463999999523;5200.0;40.0;100.16499999999947;44.202000000000155;25.0;9612.826399999733;25.0;25.0;2.5929300000000692;1.41;1.33;4.036500000000013;0.52;3.52;41.3400000000001;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;47.20000000000037;1.0;1240.0;7232.680000000069;6.78;63.55999999999935;
1.0;44.34100000000016;2430.241199999952;5200.0;40.0;100.16499999999947;44.34100000000016;25.0;9613.181199999732;25.0;25.0;2.5930650000000695;1.41;1.33;4.036500000000013;0.52;3.52;41.470000000000105;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;47.290000000000376;1.0;1240.0;7232.94000000007;6.78;63.66999999999935;
1.0;44.48000000000016;2430.335999999952;5200.0;40.0;100.16499999999947;44.48000000000016;25.0;9613.53599999973;25.0;25.0;2.5932000000000697;1.41;1.33;4.036500000000013;0.52;3.52;41.60000000000011;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;47.38000000000038;1.0;1240.0;7233.20000000007;6.78;63.77999999999935;
1.0;44.61900000000016;2430.430799999952;5200.0;40.0;100.16499999999947;44.61900000000016;25.0;9613.89079999973;25.0;25.0;2.59333500000007;1.41;1.33;4.036500000000013;0.52;3.52;41.73000000000011;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;47.47000000000038;1.0;1240.0;7233.46000000007;6.78;63.88999999999935;
1.0;44.758000000000166;2430.5255999999517;5200.0;40.0;100.16499999999947;44.758000000000166;25.0;9614.24559999973;25.0;25.0;2.59347000000007;1.41;1.33;4.036500000000013;0.52;3.52;41.86000000000011;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;47.560000000000386;1.0;1240.0;7233.72000000007;6.78;63.999999999999346;
1.0;44.89700000000017;2430.6203999999516;5200.0;40.0;100.16499999999947;44.89700000000017;25.0;9614.600399999728;25.0;25.0;2.5936050000000703;1.41;1.33;4.036500000000013;0.52;3.52;41.990000000000116;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;47.65000000000039;1.0;1240.0;7233.9800000000705;6.78;64.10999999999935;
1.0;45.03600000000017;2430.7151999999514;5200.0;40.0;100.16499999999947;45.03600000000017;25.0;9614.955199999727;25.0;25.0;2.5937400000000705;1.41;1.33;4.036500000000013;0.52;3.52;42.12000000000012;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;47.74000000000039;1.0;1240.0;7234.240000000071;6.78;64.21999999999935;
1.0;45.175000000000175;2430.8099999999513;5200.0;40.0;100.16499999999947;45.175000000000175;25.0;9615.309999999727;25.0;25.0;2.5938750000000708;1.41;1.33;4.036500000000013;0.52;3.52;42.25000000000012;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;47.830000000000396;1.0;1240.0;7234.500000000071;6.78;64.32999999999934;
1.0;45.31400000000018;2430.904799999951;5200.0;40.0;100.16499999999947;45.31400000000018;25.0;9615.664799999726;25.0;25.0;2.594010000000071;1.41;1.33;4.036500000000013;0.52;3.52;42.38000000000012;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;47.9200000000004;1.0;1240.0;7234.760000000071;6.78;64.43999999999934;
1.0;45.45300000000018;2430.999599999951;5200.0;40.0;100.16499999999947;45.45300000000018;25.0;9616.019599999725;25.0;25.0;2.594145000000071;1.41;1.33;4.036500000000013;0.52;3.52;42.510000000000126;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;48.0100000000004;1.0;1240.0;7235.020000000071;6.78;64.54999999999934;
1.0;45.59200000000018;2431.094399999951;5200.0;40.0;100.16499999999947;45.59200000000018;25.0;9616.374399999724;25.0;25.0;2.5942800000000714;1.41;1.33;4.036500000000013;0.52;3.52;42.64000000000013;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;48.100000000000406;1.0;1240.0;7235.280000000072;6.78;64.65999999999934;
1.0;45.731000000000186;2431.1891999999507;5200.0;40.0;100.16499999999947;45.731000000000186;25.0;9616.729199999723;25.0;25.0;2.5944150000000716;1.41;1.33;4.036500000000013;0.52;3.52;42.77000000000013;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;48.19000000000041;1.0;1240.0;7235.540000000072;6.78;64.76999999999934;
1.0;45.87000000000019;2431.2839999999505;5200.0;40.0;100.16499999999947;45.87000000000019;25.0;9617.083999999722;25.0;25.0;2.594550000000072;1.41;1.33;4.036500000000013;0.52;3.52;42.900000000000134;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;48.28000000000041;1.0;1240.0;7235.800000000072;6.78;64.87999999999934;
1.0;46.00900000000019;2431.3787999999504;5200.0;40.0;100.16499999999947;46.00900000000019;25.0;9617.438799999722;25.0;25.0;2.594685000000072;1.41;1.33;4.036500000000013;0.52;3.52;43.030000000000136;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;48.37000000000042;1.0;1240.0;7236.060000000072;6.78;64.98999999999934;
1.0;46.148000000000195;2431.4735999999502;5200.0;40.0;100.16499999999947;46.148000000000195;25.0;9617.79359999972;25.0;25.0;2.5948200000000723;1.41;1.33;4.036500000000013;0.52;3.52;43.16000000000014;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;48.46000000000042;1.0;1240.0;7236.3200000000725;6.78;65.09999999999934;
1.0;46.2870000000002;2431.56839999995;5200.0;40.0;100.16499999999947;46.2870000000002;25.0;9618.14839999972;25.0;25.0;2.5949550000000725;1.41;1.33;4.036500000000013;0.52;3.52;43.29000000000014;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;48.55000000000042;1.0;1240.0;7236.580000000073;6.78;65.20999999999934;
1.0;46.4260000000002;2431.66319999995;5200.0;40.0;100.16499999999947;46.4260000000002;25.0;9618.503199999719;25.0;25.0;2.5950900000000727;1.41;1.33;4.036500000000013;0.52;3.52;43.420000000000144;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;48.64000000000043;1.0;1240.0;7236.840000000073;6.78;65.31999999999934;
1.0;46.565000000000204;2431.75799999995;5200.0;40.0;100.16499999999947;46.565000000000204;25.0;9618.857999999718;25.0;25.0;2.595225000000073;1.41;1.33;4.036500000000013;0.52;3.52;43.550000000000146;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;48.73000000000043;1.0;1240.0;7237.100000000073;6.78;65.42999999999934;
1.0;46.70400000000021;2431.8527999999496;5200.0;40.0;100.16499999999947;46.70400000000021;25.0;9619.212799999717;25.0;25.0;2.595360000000073;1.41;1.33;4.036500000000013;0.52;3.52;43.68000000000015;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;48.820000000000434;1.0;1240.0;7237.360000000073;6.78;65.53999999999934;
1.0;46.84300000000021;2431.9475999999495;5200.0;40.0;100.16499999999947;46.84300000000021;25.0;9619.567599999717;25.0;25.0;2.5954950000000734;1.41;1.33;4.036500000000013;0.52;3.52;43.81000000000015;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;48.91000000000044;1.0;1240.0;7237.620000000074;6.78;65.64999999999934;
1.0;46.98200000000021;2432.0423999999493;5200.0;40.0;100.16499999999947;46.98200000000021;25.0;9619.922399999716;25.0;25.0;2.5956300000000736;1.41;1.33;4.036500000000013;0.52;3.52;43.940000000000154;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;49.00000000000044;1.0;1240.0;7237.880000000074;6.78;65.75999999999934;
1.0;47.121000000000215;2432.137199999949;5200.0;40.0;100.16499999999947;47.121000000000215;25.0;9620.277199999715;25.0;25.0;2.595765000000074;1.41;1.33;4.036500000000013;0.52;3.52;44.07000000000016;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;49.090000000000444;1.0;1240.0;7238.140000000074;6.78;65.86999999999934;
1.0;47.26000000000022;2432.231999999949;5200.0;40.0;100.16499999999947;47.26000000000022;25.0;9620.631999999714;25.0;25.0;2.595900000000074;1.41;1.33;4.036500000000013;0.52;3.52;44.20000000000016;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;49.18000000000045;1.0;1240.0;7238.400000000074;6.78;65.97999999999934;
1.0;47.39900000000022;2432.326799999949;5200.0;40.0;100.16499999999947;47.39900000000022;50.0;9620.986799999713;25.0;25.0;2.5960350000000743;1.41;1.33;4.036500000000013;0.52;3.52;44.33000000000016;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;49.27000000000045;1.0;1240.0;7238.660000000074;6.78;66.08999999999934;
1.0;47.538000000000224;2432.4215999999487;5200.0;40.0;100.16499999999947;47.538000000000224;50.0;9621.341599999712;25.0;25.0;2.5961700000000745;1.41;1.33;4.036500000000013;0.52;3.52;44.460000000000164;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;49.360000000000454;1.0;1240.0;7238.920000000075;6.78;66.19999999999933;
1.0;47.67700000000023;2432.5163999999486;5200.0;40.0;100.16499999999947;47.67700000000023;50.0;9621.696399999712;25.0;25.0;2.5963050000000747;1.41;1.33;4.036500000000013;0.52;3.52;44.59000000000017;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;49.45000000000046;1.0;1240.0;7239.180000000075;6.78;66.30999999999933;
1.0;47.81600000000023;2432.6111999999484;5200.0;40.0;100.16499999999947;47.81600000000023;50.0;9622.05119999971;25.0;25.0;2.596440000000075;1.41;1.33;4.036500000000013;0.52;3.52;44.72000000000017;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;49.54000000000046;1.0;1240.0;7239.440000000075;6.78;66.41999999999933;
1.0;47.95500000000023;2432.7059999999483;5200.0;40.0;100.16499999999947;47.95500000000023;50.0;9622.40599999971;25.0;50.0;2.596575000000075;1.41;1.33;4.036500000000013;0.52;3.52;44.85000000000017;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;49.630000000000464;1.0;1240.0;7239.700000000075;6.78;66.52999999999933;
1.0;48.094000000000236;2432.800799999948;5200.0;40.0;100.16499999999947;48.094000000000236;50.0;9622.760799999709;25.0;50.0;2.5967100000000753;1.41;1.33;4.036500000000013;0.52;3.52;44.980000000000175;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;49.72000000000047;1.0;1240.0;7239.9600000000755;6.78;66.63999999999933;
1.0;48.23300000000024;2432.895599999948;5200.0;40.0;100.16499999999947;48.23300000000024;50.0;9623.115599999708;25.0;50.0;2.5968450000000756;1.41;1.33;4.036500000000013;0.52;3.52;45.11000000000018;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;49.81000000000047;1.0;1240.0;7240.220000000076;6.78;66.74999999999933;
1.0;48.37200000000024;2432.990399999948;5200.0;40.0;100.16499999999947;48.37200000000024;50.0;9623.470399999707;25.0;50.0;2.596980000000076;1.41;1.33;4.036500000000013;0.52;3.52;45.24000000000018;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;49.900000000000475;1.0;1240.0;7240.480000000076;6.78;66.85999999999933;
1.0;48.511000000000244;2433.0851999999477;5200.0;40.0;100.16499999999947;48.511000000000244;50.0;9623.825199999706;25.0;50.0;2.597115000000076;1.41;1.33;4.036500000000013;0.52;3.52;45.37000000000018;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;49.99000000000048;1.0;1240.0;7240.740000000076;6.78;66.96999999999933;
1.0;48.65000000000025;2433.1799999999475;5200.0;40.0;100.16499999999947;48.65000000000025;50.0;9624.179999999706;25.0;50.0;2.597250000000076;1.41;1.33;4.036500000000013;0.52;3.52;45.500000000000185;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;50.08000000000048;1.0;1240.0;7241.000000000076;6.78;67.07999999999933;
1.0;48.78900000000025;2433.2747999999474;5200.0;40.0;100.16499999999947;48.78900000000025;50.0;9624.534799999705;25.0;50.0;2.5973850000000764;1.41;1.33;4.036500000000013;0.52;3.52;45.63000000000019;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;50.170000000000485;1.0;1240.0;7241.260000000077;6.78;67.18999999999933;
1.0;48.92800000000025;2433.3695999999472;5200.0;40.0;100.16499999999947;48.92800000000025;50.0;9624.889599999704;25.0;50.0;2.5975200000000767;1.41;1.33;4.036500000000013;0.52;3.52;45.76000000000019;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;50.26000000000049;1.0;1240.0;7241.520000000077;6.78;67.29999999999933;
1.0;49.067000000000256;2433.464399999947;5200.0;40.0;100.16499999999947;49.067000000000256;50.0;9625.244399999703;25.0;50.0;2.597655000000077;1.41;1.33;4.036500000000013;0.52;3.52;45.89000000000019;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;50.35000000000049;1.0;1240.0;7241.780000000077;6.78;67.40999999999933;
1.0;49.20600000000026;2433.559199999947;5200.0;40.0;100.16499999999947;49.20600000000026;50.0;9625.599199999702;25.0;50.0;2.597790000000077;1.41;1.33;4.036500000000013;0.52;3.52;46.020000000000195;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;50.440000000000495;1.0;1240.0;7242.040000000077;6.78;67.51999999999933;
1.0;49.34500000000026;2433.653999999947;5200.0;40.0;100.16499999999947;49.34500000000026;50.0;9625.953999999701;25.0;50.0;2.5979250000000773;1.41;1.33;4.036500000000013;0.52;3.52;46.1500000000002;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;50.5300000000005;1.0;1240.0;7242.3000000000775;6.78;67.62999999999933;
1.0;49.484000000000265;2433.7487999999466;5200.0;40.0;100.16499999999947;49.484000000000265;50.0;9626.3087999997;25.0;50.0;2.5980600000000775;1.41;1.33;4.036500000000013;0.52;3.52;46.2800000000002;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;50.6200000000005;1.0;1240.0;7242.560000000078;6.78;67.73999999999933;
1.0;49.62300000000027;2433.8435999999465;5200.0;40.0;100.16499999999947;49.62300000000027;50.0;9626.6635999997;25.0;50.0;2.5981950000000777;1.41;1.33;4.036500000000013;0.52;3.52;46.4100000000002;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;50.710000000000505;1.0;1240.0;7242.820000000078;6.78;67.84999999999933;
1.0;49.76200000000027;2433.9383999999463;5200.0;40.0;100.16499999999947;49.76200000000027;50.0;9627.018399999699;25.0;50.0;2.598330000000078;1.41;1.33;4.036500000000013;0.52;3.52;46.540000000000205;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;50.80000000000051;1.0;1240.0;7243.080000000078;6.78;67.95999999999933;
1.0;49.90100000000027;2434.033199999946;5200.0;40.0;100.16499999999947;49.90100000000027;50.0;9627.373199999698;25.0;50.0;2.598465000000078;1.41;1.33;4.036500000000013;0.52;3.52;46.67000000000021;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;50.89000000000051;1.0;1240.0;7243.340000000078;6.78;68.06999999999933;
1.0;50.01100000000027;2434.127999999946;5200.0;40.0;100.16499999999947;50.01100000000027;50.0;9627.727999999697;25.0;50.0;2.5986000000000784;1.41;1.33;4.036500000000013;0.52;3.52;46.80000000000021;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;50.980000000000516;1.0;1240.0;7243.600000000079;6.78;68.17999999999932;
1.0;50.12100000000027;2434.222799999946;5200.0;75.0;100.16499999999947;50.12100000000027;50.0;9628.082799999696;25.0;50.0;2.5987350000000786;1.41;1.33;4.036500000000013;0.52;3.52;46.93000000000021;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;51.07000000000052;1.0;1240.0;7243.860000000079;6.78;68.28999999999932;
1.0;50.23100000000027;2434.3175999999457;5200.0;75.0;100.16499999999947;50.23100000000027;50.0;9628.437599999696;25.0;50.0;2.598870000000079;1.41;1.33;4.036500000000013;0.52;3.52;47.060000000000215;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;51.16000000000052;1.0;1240.0;7244.120000000079;6.78;68.39999999999932;
1.0;50.34100000000027;2434.4123999999456;5200.0;75.0;100.16499999999947;50.34100000000027;50.0;9628.792399999695;25.0;50.0;2.599005000000079;1.41;1.33;4.036500000000013;0.52;3.52;47.19000000000022;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;51.250000000000526;1.0;1240.0;7244.380000000079;6.78;68.50999999999932;
1.0;50.45100000000027;2434.5071999999454;5200.0;75.0;100.16499999999947;50.45100000000027;50.0;9629.147199999694;25.0;50.0;2.5991400000000793;1.41;1.33;4.036500000000013;0.52;3.52;47.32000000000022;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;51.34000000000053;1.0;1240.0;7244.640000000079;6.78;68.61999999999932;
1.0;50.56100000000027;2434.6019999999453;5200.0;75.0;100.16499999999947;50.56100000000027;50.0;9629.501999999693;25.0;50.0;2.5992750000000795;1.41;1.33;4.036500000000013;0.52;3.52;47.45000000000022;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;51.43000000000053;1.0;1240.0;7244.90000000008;6.78;68.72999999999932;
